"order_id","user_id","product_id","total_amount","product_name","product_class","ds","ts","comment"
"843fc0963f6d4e9cbc630e0feed85341","cd27396f-37ae-4388-9f53-26cc9288ce91","10152080062465","4680","lululemon丨Modal-Blend 女士莫代尔混纺高腰 A 字中长裙 LW8AN6S 太阳灰 L","Modal-Blend","2025-10-26 11:27:11","1761449231720","差评：质量和描述不符，颜色偏离太多。"
"43b54048c42740c7bac0dda5632cc0de","3b7bff50-e9b4-4a4a-9b32-3d3b421bf498","10150603722759","1100","lululemon丨Soft Jersey 男士短袖针织衫芯吸 LM3ES3S 杂色经典海军蓝/杂色海军蓝 M","Soft Jersey","2025-10-26 00:51:13","1761411073784","这款短袖针织衫穿着舒适，透气性好，性价比高。"
"6f3e65178cd442a79d0d34009c62271c","54ef4698-3b2b-4128-ba58-47f5aa4071d6","10120669951099","3300","lululemon丨Soft Jersey 男士短袖针织衫芯吸 LM3ES3S 加热游牧民族/加热生亚麻 M","Soft Jersey","2025-10-26 11:58:20","1761451100105","穿着舒适，吸汗透气，性价比高。"
"d5181ae70705493fad16f7aecebe3d95","53b0e555-528b-4fb3-afac-7e9769e9d158","10164237882145","1100","lululemon丨Zeroed In 男士运动短裤 9","Zeroed In","2025-10-26 12:05:07","1761451507755","好评：这款短裤舒适透气，运动时非常合身！"
"fbe617286c89444c8fbd9fb142040cbf","7805110a-c3c3-401a-8e5f-1d32a2f4ad44","10097669813124","2660","lululemon丨Daily Stride 女士罗纹中筒袜 *3 双装 LW9FHFS 白色 L","Daily Stride","2025-10-26 12:55:19","1761454519511","好评：舒服透气，非常适合日常穿着。"
"171ef9b6ee964cb0888566a656eb569b","7805110a-c3c3-401a-8e5f-1d32a2f4ad44","10112021413182","1080","lululemon丨Softstreme™ 女士高腰长裤 *常规款 LW5GBHS 黑色 L /10","Softstreme™","2025-10-26 12:58:44","1761454724082","好评：穿起来非常舒适，弹性很好，黑色也很好看！"
"8524aa5585ec494c9c537a9b2de369f7","04e2bb73-9ba4-46c1-9af7-74c2060efc32","10158570948924","3840","lululemon丨Align™ 女士运动高腰紧身短裤 8","Align™","2025-10-26 13:11:26","1761455486836","好评：穿着舒适，运动时完全贴合身体，弹性很好。"
"8602f7aefd8449fba6882d146d925303","7805110a-c3c3-401a-8e5f-1d32a2f4ad44","10163351867613","1120","lululemon丨Focuser™ 女士低圆领运动内衣 A/B 芯吸 LW2EHJS 白色 XS","Focuser™","2025-10-26 14:10:15","1761459015731","好评：这款运动内衣舒适透气，适合长时间运动穿着。"
"fb3a4c4a21f04a6cb0c6953d792008d5","78d88d26-6ca6-401f-aec2-774c52d8593b","10147776908490","3000","lululemon丨Align™ 女士运动高腰中长紧身裤 21","Align™","2025-10-26 14:16:42","1761459402662","好评：穿起来非常舒适，运动时几乎没有束缚感。"
"79ab87d07d604f4b9b8a0007d79169c9","7805110a-c3c3-401a-8e5f-1d32a2f4ad44","10163353673211","7680","lululemon丨Classic-Fit Ventilated 女士跑步经典剪裁通风夹克 LW4BYZS 白色 S /6","Classic-Fit Ventilated","2025-10-26 14:55:21","1761461721294","好评：透气性极佳，跑步时候非常舒适！"
"1c22ba610ebe40e188803871c997e431","54ef4698-3b2b-4128-ba58-47f5aa4071d6","10137360071809","600","lululemon丨All It Takes 女士后侧锁孔运动背心*罗纹 Nulu™ LW1FNUS 朦胧粉 XS /4","All It","2025-10-26 07:05:06","1761433506723","好评：版型合适，颜色温柔，运动舒适！"
"3287ff26fa1c4f0483c52cf3965fa351","54ef4698-3b2b-4128-ba58-47f5aa4071d6","10103377971541","2200","lululemon丨Metal Vent Tech 男士运动短袖 T 恤 透气 LM3DOWS 运动上衣 石墨灰/黑 M","Metal Vent","2025-10-26 15:11:04","1761462664258","好评：透气性极佳，运动时非常舒适！"
"a5d85ac39eab4dbba863a31d5b25ede3","f26a76dd-b0ac-452d-bd36-48e86f9802c9","10067416338915","4500","lululemon丨Grid Tech 男士长裤 LM5577S 石墨灰 M","Grid Tech","2025-10-26 06:34:28","1761431668062","好评：质量不错，穿着舒适，运动时无束缚感。"
"4481444fb061486ca138555ccb44f03f","a44ca7ef-ba51-4b5d-8759-821468fdfb0d","10159663225944","7560","lululemon丨Define 女士夹克 *Nulu™ 芯吸 LW4CFOS 雾绿 L /10","Define","2025-10-26 16:29:15","1761467355478","好评：这款夹克轻薄透气，颜色漂亮，很喜欢！"
"6f8ae40e30b74e1092ffd6af885e1ed6","e2e59d28-96c9-4ec1-847c-4630eb28f789","10063930135996","15120","lululemon丨Cross Chill 女士运动夹克 LW4BOHS 黑色 3XS /0","Cross Chill","2025-10-26 16:59:35","1761469175863","这款夹克质量不错，透气性很好，但3XS尺码实在太小了。"
"07548f0ff83444c28b82d8c2b826d9c2","7e039977-efaf-46cb-91d6-47e727531403","10137933476135","2700","lululemon丨Hold Tight 女士平直下围紧身短款 T 恤 LW3IGAS 蔷薇粉 XS /4","Hold Tight","2025-10-26 17:38:53","1761471533760","好评：穿起来超级舒适，蔷薇粉也很显气质！"
"ed8884d4db8c485ba0e8b508d1692d20","714e3718-9dc3-4337-976a-2bfadb14d95c","10163360532999","7560","lululemon丨Balancer Woven 男士运动宽松剪裁长裤 *常规款 LM5BC9S 黑色 M","Balancer Woven","2025-10-26 18:22:58","1761474178884","好评：这款长裤穿着舒适，黑色百搭，非常满意！"
"196ba444f3354ec483106b188d9650d6","771c7346-c99f-4c13-84cc-a227c37e4f73","10137428321540","3400","lululemon丨Wunder Train 女士运动高腰紧身裤 25","Wunder Train","2025-10-26 20:24:11","1761481451802","好评：非常舒适，弹性十足，适合长时间运动。"
"7a9f1beb947745649b54ee3f4d9d852f","04e2bb73-9ba4-46c1-9af7-74c2060efc32","10158250811557","2040","lululemon丨Lightweight 女士轻盈版高腰网球裙 LW8AK7S 雨林绿 S /6","Lightweight","2025-10-26 21:05:43","1761483943226","好评：穿上超级舒适，运动感十足，颜值超高！"
"1da4b992e5d546c491ca05e1ccd7779f","7e039977-efaf-46cb-91d6-47e727531403","10129310177309","2940","lululemon丨Wunderlust 背包 拒水 双肩包 LU9AS8S 军绿/炮铜色 O/S","Wunderlust","2025-10-26 21:17:08","1761484628515","好评：这款背包防水耐用，设计时尚，非常适合日常使用。"
"bd8a0db96ce246d2a2ba2af36bd5cb3f","53b0e555-528b-4fb3-afac-7e9769e9d158","10163352339724","900","lululemon丨Metal Vent Tech 男士运动背心 LM1364S 青柠黄绿/雾绿 M","Metal Vent","2025-10-26 21:21:27","1761484887303","好评：这款运动背心透气性极佳，穿着舒适，运动时非常凉爽！"
"cd608b40042441b9a798d8fd753fbff1","8df90abc-0070-4628-8047-a541d5cef4ee","10154996630416","3200","lululemon丨All It Takes女士运动 T恤 *罗纹Nulu™ 速干 LW3GV0S 橡木棕 XS /4","All It","2025-10-26 21:27:17","1761485237846","好评：穿上非常舒适，速干性能好，颜色也很耐看！"
"3bd646c56ea54abeafe55cf0fb6cf584","3b7bff50-e9b4-4a4a-9b32-3d3b421bf498","10157570232238","1750","lululemon丨Fast and Free 运动腰包 LU9BXLS 薰衣草霜紫 S/M","Fast and","2025-10-26 21:29:07","1761485347714","好评：设计时尚，携带方便，质量上乘！"
"c181a842b17c4392ae4e1b854d495bbc","54ef4698-3b2b-4128-ba58-47f5aa4071d6","10115159936647","8260","lululemon丨Wunderlust 邮差包 LU9BVTS 黑色 O/S","Wunderlust","2025-10-26 21:43:19","1761486199126","好评：这款邮差包设计时尚，黑色简约大方，质量上乘，背起来非常舒适。"
"5936e5b03cee444bbbe1e0245e85fc37","cd27396f-37ae-4388-9f53-26cc9288ce91","10119642687372","2240","lululemon丨Clippable Nano 可悬挂收纳包 *拉绒 LU9C85S 草莓奶昔/银色 O/S","Clippable Nano","2025-10-27 00:05:03","1761494703015","好评：设计美观，容量大，拿取方便，非常实用！"
"85533b9ebe4f44dc961b769d273043f5","a44ca7ef-ba51-4b5d-8759-821468fdfb0d","10163360022026","7840","lululemon丨Daydrift™ 女士高腰收腿长裤 LW5HUCA 浅象牙白 M","Daydrift™","2025-10-27 00:12:06","1761495126403","好评：面料舒适，版型修身，穿着很显瘦！"
"e82f752d8cf94ea585588f3f150547f2","4183985d-5991-4257-be78-a7a0672cf5ef","10137114652308","4900","lululemon丨 Align™ 女士运动罗纹吊带裙 LW1FB4S 太阳灰 线上专售 S /6","Align™","2025-10-27 01:49:46","1761500986945","好评：舒适度非常高，运动时完全不勒腿！"
"6fa540194b594781844356b7ecc771e0","8df90abc-0070-4628-8047-a541d5cef4ee","10153913858349","5220","lululemon丨Align™ 女士两穿抹胸运动背心 LW1FGIS 紫灰 S /6","Align™","2025-10-27 04:13:36","1761509616579","好评：穿着舒适，运动时无束缚感，颜色也很搭。"
"0d125b6fc9fc49709010847ae9ffb3f3","e2e59d28-96c9-4ec1-847c-4630eb28f789","10106875432312
","1560","lululemon丨High-Rise 女士风琴褶高腰网球裙 LW8ALXS 白色 XXS /2","High-Rise","2025-10-27 05:11:08","1761513068216","好评：这款网球裙穿着舒适，高腰设计很显瘦！"
"5bc4ae23d2a942959f10c426f2bec218","d0d0c539-2307-493c-a7ea-92258d845f9f","10146450567209","3750","lululemon丨Sojourn 男士夹克 芯吸 LM3CZOS 太阳灰 L","Sojourn","2025-10-27 05:21:48","1761513708116","好评：设计时尚，保暖舒适，性价比高。"
"c5c05f036811440da5384dbaba4ecd07","484c9f2f-c7ff-48f9-a1d4-382bed43b24b","10176896903499","960","lululemon丨Dual-Pouch 斜挎包 LU9C16S 暖褐灰/浅象牙白 O/S","Dual-Pouch","2025-10-27 05:28:26","1761514106511","好评：这款斜挎包设计时尚，容量适中，颜色也很搭我的衣服。"
"745a02245a904c08accd7b677a521810","8df90abc-0070-4628-8047-a541d5cef4ee","10162891417963","2880","lululemon丨Like a Cloud 女士细肩带运动内衣 A/B 速干 LW2DUDS 淀粉蓝 L /10","Like a","2025-10-27 05:45:14","1761515114739","好评：真心舒适，就像云朵包裹着身体！"
"9f28da29d7f14562b138d69caff145b3","fced0ce9-3e87-467b-90ff-07f8919e2d14","10135721469998","4080","lululemon丨On My Level 女士小款手袋 LW9FNDS 黑/金 O/S","On My","2025-10-27 06:12:21","1761516741097","差评：质量一般，皮质很快变硬，不推荐。"
"84c9f5d2fd3c439e81b0e435420e46db","3b7bff50-e9b4-4a4a-9b32-3d3b421bf498","10162878192196","2940","lululemon丨All Yours 女士棉混纺短款 T 恤 LW3IP2S 淀粉蓝 XS","All Yours","2025-10-27 08:01:06","1761523266042","好评：穿着舒适透气，颜色鲜艳悦目。"
"12bf0e666d864d9a85d7ba4673e61f9f","7805110a-c3c3-401a-8e5f-1d32a2f4ad44","10046746669896","3850","lululemon丨Surge 男士运动短裤 6","Surge","2025-10-27 08:28:10","1761524890204","好评：这款短裤舒适无比，适合各种运动！"
"db707027227b431780f5d271ed2b4df4","3836455f-4bef-4e92-842e-99cec73ef194","10119900815744","400","lululemon丨Swiftly Tech 女士运动短款长袖 T 恤 2.0 LW3GH4S 石板灰/白 S /6","Swiftly Tech","2025-10-27 09:52:20","1761529940927","好评：面料舒适，透气性好，运动时很合适。"
"08cafc9041e8463398215450211eec09","8df90abc-0070-4628-8047-a541d5cef4ee","10151683566676","9660","lululemon丨Water-Repellent Stretch 女士网球夹克 拒水 LW4BXKS 清凉蓝 XS /4","Water-Repellent Stretch","2025-10-27 10:19:53","1761531593559","差评：面料质量差，洗一次就变形了。"
"376f83ede7834c8aba101d59986cbce2","771c7346-c99f-4c13-84cc-a227c37e4f73","10120074154620","8280","lululemon丨Gym 运动健身包 LU9BRKS 黑/星际灰 O/S","Gym","2025-10-27 10:55:58","1761533758157","这款包质量很好，背起来也很舒服。"
"951f3464203540f0b795c3b5516dceda","e2e59d28-96c9-4ec1-847c-4630eb28f789","10137925562350","2160","lululemon丨Dance Studio 女士宽松剪裁中腰工装裤 拒水 LW5GOEA 黑色 M","Dance Studio","2025-10-27 11:27:02","1761535622044","好评：这款工装裤穿起来超级舒服，黑色百搭又显瘦！"
"336ac310471e406aa9089c0cbf1c43e3","7e039977-efaf-46cb-91d6-47e727531403","10152080062465","3120","lululemon丨Modal-Blend 女士莫代尔混纺高腰 A 字中长裙 LW8AN6S 太阳灰 L","Modal-Blend","2025-10-27 07:15:54","1761520554206","差评：裙子质量差，穿几天就起球了。"
"17ae8aaaf4e7486ebacb0fd07baa813b","04e2bb73-9ba4-46c1-9af7-74c2060efc32","10150603722759","4400","lululemon丨Soft Jersey 男士短袖针织衫芯吸 LM3ES3S 杂色经典海军蓝/杂色海军蓝 M","Soft Jersey","2025-10-27 13:53:12","1761544392596","好评：面料柔软舒适，透气性好，性价比高。"
"b953f240e7034652bc86a3a45d45b1a3","3b7bff50-e9b4-4a4a-9b32-3d3b421bf498","10120669951099","1650","lululemon丨Soft Jersey 男士短袖针织衫芯吸 LM3ES3S 加热游牧民族/加热生亚麻 M","Soft Jersey","2025-10-27 14:03:26","1761545006806","好评：穿着舒适，透气性好，温度适宜。"
"c504bb8c79ef4e4b8c945b590867957b","57d00132-25fd-471e-9dd0-a11bb2a66455","10164237882145","2200","lululemon丨Zeroed In 男士运动短裤 9","Zeroed In","2025-10-27 14:23:43","1761546223278","好评：这款短裤舒适透气，适合长时间运动！"
"cd287ca76c574e179ff335ab3e8b2624","9c9a5fb1-1223-4f4f-abd2-125259cafcc9","10097669813124","1900","lululemon丨Daily Stride 女士罗纹中筒袜 *3 双装 LW9FHFS 白色 L","Daily Stride","2025-10-27 14:53:44","1761548024921","好评：舒适透气，弹性十足，穿上很舒服！"
"34d2c8cdefd549829981051c10332e76","3b7bff50-e9b4-4a4a-9b32-3d3b421bf498","10112021413182","7560","lululemon丨Softstreme™ 女士高腰长裤 *常规款 LW5GBHS 黑色 L /10","Softstreme™","2025-10-27 14:22:09","1761546129576","好评：这款裤子弹性十足，黑色显瘦，穿着舒适！"
"601b5f436c7a4b19bc7c997f5262d910","ea160fa2-6f01-4769-ab11-e0230256a93c","10158570948924","1920","lululemon丨Align™ 女士运动高腰紧身短裤 8","Align™","2025-10-27 15:19:54","1761549594055","好评：穿起来舒适，弹力十足，适合长时间运动。"
"be32562429974854b8bbc29fb987263b","7805110a-c3c3-401a-8e5f-1d32a2f4ad44","10163351867613","1120","lululemon丨Focuser™ 女士低圆领运动内衣 A/B 芯吸 LW2EHJS 白色 XS","Focuser™","2025-10-27 15:26:56","1761550016161","好评：穿着舒适，支撑力很好，白色也很百搭。"
"380d4fba051545318c51ab36b2f28b79","7e0fdabb-71e2-49ea-b573-f4ab324a1655","10147776908490","6000","lululemon丨Align™ 女士运动高腰中长紧身裤 21","Align™","2025-10-27 15:52:35","1761551555898","好评：这款运动裤弹力十足，穿着舒适，运动时毫无束缚感。"
"f00422f7d78d479cb39379e2edc6f209","53b0e555-528b-4fb3-afac-7e9769e9d158","10163353673211","2560","lululemon丨Classic-Fit Ventilated 女士跑步经典剪裁通风夹克 LW4BYZS 白色 S /6","Classic-Fit Ventilated","2025-10-27 17:01:38","1761555698595","好评：透气性强，非常适合夏季跑步，穿着舒适！"
"10bc5d016f354459b7d15aa93f2ffaec","54ef4698-3b2b-4128-ba58-47f5aa4071d6","10137360071809","2700","lululemon丨All It Takes 女士后侧锁孔运动背心*罗纹 Nulu™ LW1FNUS 朦胧粉 XS /4","All It","2025-10-27 17:10:53","1761556253853","好评：穿着舒适，颜色超好看，运动时很透气！"
"484c2019cb414420a416e07212ea9bd6","3b7bff50-e9b4-4a4a-9b32-3d3b421bf498","10103377971541","3850","lululemon丨Metal Vent Tech 男士运动短袖 T 恤 透气 LM3DOWS 运动上衣 石墨灰/黑 M","Metal Vent","2025-10-27 17:45:49","1761558349891","好评：透气性极好，运动时汗水迅速蒸发，非常舒适！"
"96575fd227c74293a2fa67e1124c242f","7805110a-c3c3-401a-8e5f-1d32a2f4ad44","10067416338915","4000","lululemon丨Grid Tech 男士长裤 LM5577S 石墨灰 M","Grid Tech","2025-10-27 18:42:25","1761561745443","好评：这款裤子舒适透气，石墨灰时尚百搭！"
"14e4113b14d84c1e90d2deeb6a5e134b","2d38140e-ce98-4210-8688-22d4df58f1fb","10159663225944","1080","lululemon丨Define 女士夹克 *Nulu™ 芯吸 LW4CFOS 雾绿 L /10","Define","2025-10-27 06:50:18","1761519018883","好评：雾绿色真漂亮，穿上很有范儿！"
"d1fa3e0f67a244498b6f1fb57c070f5c","3a3b8ad7-b86e-45de-bbc6-9878930b128b","10063930135996","15120","lululemon丨Cross Chill 女士运动夹克 LW4BOHS 黑色 3XS /0","Cross Chill","2025-10-27 19:19:45","1761563985480","好评：版型修身，透气性极佳，运动时非常舒适。"
"cc4a0cc2b4da43a7930b10705253d27d","8df90abc-0070-4628-8047-a541d5cef4ee","10137933476135","2400","lululemon丨Hold Tight 女士平直下围紧身短款 T 恤 LW3IGAS 蔷薇粉 XS /4","Hold Tight","2025-10-27 19:47:33","1761565653849","好评：面料舒适，颜色十分温柔，穿上超级显瘦！"
"1e5bbe8abf6f42359c12d49943b852c3","e2e59d28-96c9-4ec1-847c-4630eb28f789","10163360532999","8640","lululemon丨Balancer Woven 男士运动宽松剪裁长裤 *常规款 LM5BC9S 黑色 M","Balancer Woven","2025-10-27 19:48:46","1761565726533","好评：这款运动裤舒适宽松，黑色耐磨，性价比高！"
"2fc80b5fdd10451e993ca03c676bd20d","3a3b8ad7-b86e-45de-bbc6-9878930b128b","10137428321540","4250","lululemon丨Wunder Train 女士运动高腰紧身裤 25","Wunder Train","2025-10-27 21:00:44","1761570044228","好评：这款紧身裤弹性十足，高腰设计非常舒适，运动时完全贴合身体。"
"ec87eb3b12a442549acb04fe8817ca77","a3d27769-4953-4b92-a3e2-01892f647446","10158250811557","4760","lululemon丨Lightweight 女士轻盈版高腰网球裙 LW8AK7S 雨林绿 S /6","Lightweight","2025-10-27 23:54:21","1761580461123","好评：真是轻盈透气，雨林绿也超显活力！"
"01bca3d209b94496ab52f06d799a83e8","54ef4698-3b2b-4128-ba58-47f5aa4071d6","10119642687372","1120","lululemon丨Clippable Nano 可悬挂收纳包 *拉绒 LU9C85S 草莓奶昔/银色 O/S","Clippable Nano","2025-10-28 02:13:02","1761588782197","好评：设计新颖，方便悬挂收纳，质量上乘！"
"b5b352ba1d0c4f18b8502aac1e58a80a","cd27396f-37ae-4388-9f53-26cc9288ce91","10163360022026","2940","lululemon丨Daydrift™ 女士高腰收腿长裤 LW5HUCA 浅象牙白 M","Daydrift™","2025-10-28 02:59:41","1761591581670","好评：面料舒适，版型修身，非常满意！"
"a0618026e9fd4640adcda19ef270259e","a44ca7ef-ba51-4b5d-8759-821468fdfb0d","10137114652308","5600","lululemon丨 Align™ 女士运动罗纹吊带裙 LW1FB4S 太阳灰 线上专售 S /6","Align™","2025-10-28 03:35:29","1761593729625","好评：这款吊带裙穿着舒适，颜色漂亮，运动时也不会滑落。"
"e67022d2c5784f6ca81a2f266f241cac","484c9f2f-c7ff-48f9-a1d4-382bed43b24b","10153913858349","4060","lululemon丨Align™ 女士两穿抹胸运动背心 LW1FGIS 紫灰 S /6","Align™","2025-10-28 03:48:54","1761594534190","好评：穿着舒适，运动时无束缚感，非常满意！"
"d49aa99cfdd546378f1973e48a39ff49","2d38140e-ce98-4210-8688-22d4df58f1fb","10106875432312
","4680","lululemon丨High-Rise 女士风琴褶高腰网球裙 LW8ALXS 白色 XXS /2","High-Rise","2025-10-28 03:41:11","1761594071444","好评：这条裙子穿着舒适，版型紧跟潮流，白色纯净大方。"
"81a95a3a58484504a8038b0543d60d6a","04e2bb73-9ba4-46c1-9af7-74c2060efc32","10146450567209","4500","lululemon丨Sojourn 男士夹克 芯吸 LM3CZOS 太阳灰 L","Sojourn","2025-10-28 09:24:08","1761614648856","这件夹克质量不错，穿着舒适，太阳灰的颜色也很时尚。"
"7f80eb960d3d449f9ebd4630999c9f50","3a3b8ad7-b86e-45de-bbc6-9878930b128b","10176896903499","3840","lululemon丨Dual-Pouch 斜挎包 LU9C16S 暖褐灰/浅象牙白 O/S","Dual-Pouch","2025-10-28 10:03:40","1761617020690","好评：设计时尚，容量适中，耐用性好。"
"997c1f1dc43646268180d8332fdee642","04e2bb73-9ba4-46c1-9af7-74c2060efc32","10162891417963","1920","lululemon丨Like a Cloud 女士细肩带运动内衣 A/B 速干 LW2DUDS 淀粉蓝 L /10","Like a","2025-10-28 11:46:29","1761623189670","好评：穿着舒适，颜色漂亮，运动时无束缚感。"
"f103986cf0394e53a21c52fd8788ece3","a44ca7ef-ba51-4b5d-8759-821468fdfb0d","10135721469998","3400","lululemon丨On My Level 女士小款手袋 LW9FNDS 黑/金 O/S","On My","2025-10-28 12:02:17","1761624137212","这款手袋设计时尚，容量适中，黑色和金色搭配完美。"
"589fa6cbf45e46888d20ebc7bfcf868a","6f81f325-8710-4332-908f-21e9cd0806a9","10162878192196","2100","lululemon丨All Yours 女士棉混纺短款 T 恤 LW3IP2S 淀粉蓝 XS","All Yours","2025-10-28 13:28:23","1761629303694","好评：质量很好，穿上舒适又时尚！"
"91f6c25924214f2d90f1958d6af3d723","3b0f11d1-e208-4a5e-96db-37d99aadcf08","10046746669896","1100","lululemon丨Surge 男士运动短裤 6","Surge","2025-10-28 14:23:41","1761632621798","差评：质量差，穿了几次就起球了。"
"012d4d778bd949d2ac7884bd1d96442d","e043ac3d-a67e-4dd6-8c88-00fe7935e43c","10119900815744","2800","lululemon丨Swiftly Tech 女士运动短款长袖 T 恤 2.0 LW3GH4S 石板灰/白 S /6","Swiftly Tech","2025-10-28 14:28:44","1761632924982","好评：这款T恤穿着舒适，透气性好，颜色也很搭。"
"048f015a44454a30a3980422b5681e83","dcbb8868-20e8-4b2f-a1a4-9fb695c1f660","10151683566676","5520","lululemon丨Water-Repellent Stretch 女士网球夹克 拒水 LW4BXKS 清凉蓝 XS /4","Water-Repellent Stretch","2025-10-28 14:55:12","1761634512907","好评：这款夹克透气性好，颜色鲜艳，穿上运动起来很舒适！"
"97add629b7cb484c9b007f29cbcac613","a44ca7ef-ba51-4b5d-8759-821468fdfb0d","10120074154620","5520","lululemon丨Gym 运动健身包 LU9BRKS 黑/星际灰 O/S","Gym","2025-10-28 01:47:10","1761587230130","这款运动包质量不错，容量足，设计也很时尚！"
"c443559868e44364a1111803787b6b8a","e043ac3d-a67e-4dd6-8c88-00fe7935e43c","10137925562350","8640","lululemon丨Dance Studio 女士宽松剪裁中腰工装裤 拒水 LW5GOEA 黑色 M","Dance Studio","2025-10-28 16:08:20","1761638900623","好评：面料舒适，版型宽松合适，穿起来很舒服。"
"3c482c1236a84b0682c0c1dad6530c95","771c7346-c99f-4c13-84cc-a227c37e4f73","10152080062465","4160","lululemon丨Modal-Blend 女士莫代尔混纺高腰 A 字中长裙 LW8AN6S 太阳灰 L","Modal-Blend","2025-10-28 16:46:38","1761641198093","好评：这款裙子舒适透气，太阳灰的颜色非常时尚！"
